0;KM TRANSPORTES RODOVIARIOS DE ;CTRCs EXPEDIDOS;PERIODO DE EMISSAO: 06/04/26 A 06/04/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Serie/Numero CTRC;Tipo do Documento;Data de Emissao;Hora de Emissao;Data de Autorizacao;Hora de Autorizacao;Login;Placa de Coleta;Cliente Remetente;Cliente Expedidor;Cliente Pagador;Cidade do Destinatario;UF do Destinatario;Local de Entrega;UF de Entrega;Unidade Receptora;Numero da Nota Fiscal;Peso Real em Kg;Cubagem em m3;Quantidade de Volumes;Valor da Mercadoria;Valor do Frete;Peso Calculado em Kg;Frete Peso;Frete Valor;Codigo da Ultima Ocorrencia;Data de inclusao da Ultima Ocorrencia;Data da Ultima Ocorrencia;Usuario da Ultima Ocorrencia;Unidade da Ultima Ocorrencia;Descricao da Ultima Ocorrencia;Latitude da Ultima Ocorrencia;Longitude da Ultima Ocorrencia;Previsao de Entrega;Entrega Programada;Data da Entrega Realizada;Quantidade de Dias de Atraso;Localizacao Atual;Data do Cancelamento;Motivo do Cancelamento;Codigo dos Correios;Notas Fiscais;Numero dos Pedidos;Chaves NF-es;Capa de Canhoto de NF;Volumes;Volume Cliente/Shipment;Observacao;Distancia em Km;Conferente de Coleta;Complemento
2;CGR393768-2;REDESPACHO;06/04/2026;20:05;06/04/2026;19:56;fbfreire;QAX8J33;ATACADO SANTA CECILIA EIRELI;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;AQUIDAUANA;MS;;MS;AQU;24761;269;1,4066;17;9690,22;432,85;421,98;0;386,25;85;07/04/2026;07/04/2026;fbvila;KMT - AQU;Saida para entrega na cidade de AQUIDAUANA.;;;08/04/2026;;;0;KMT AQU - EM ENTREGA;;;;1/24761 ;;35260315668099000171550010000247611260327109 ;;23936094212-23936094230 ;;;153;CLAUIRGS;0
2;CGR393769-1;REDESPACHO;06/04/2026;20:05;06/04/2026;20:57;vsilva  ;QAY0A22;COSAN LUBRIFICANTES E ESPECIALIDADES S.A.;TRANSPORTES NATAL LTDA;TRANSPORTES NATAL LTDA;PONTA PORA;MS;;MS;PPR;182423;205,29;0;2;2983,24;273,61;205,29;137,54;29,83;84;07/04/2026;07/04/2026;bfilho;KMT - PPR;Chegada na unidade PONTA PORA em 07/04/26, 06:19h.;;;08/04/2026;;;0;KMT PPR - NO ARMAZEM DA UNIDADE PONTA PORA;;;;1/182441, 1/182423 ;;33260333000092004660550010001824411703555040, 33260333000092004660550010001824231703241640 ;;0-0, 254251480012-254251480015 ;;;972;MARCOSRV;0
2;CGR393770-4;REDESPACHO;06/04/2026;20:05;06/04/2026;19:56;fbfreire;QAX8J33;VIERO MOVEIS INDUSTRIA E COMER;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;IVINHEMA;MS;IGOR HENRIQUE DE OLIVEIRA BARBOSA;MS;IVM;1960147;56,7;0,3;4;1099,75;101,48;90;0;87,31;1;07/04/2026;07/04/2026;aacosta;KMT - IVM;CTRC ENTREGUE (SSWMOBILE). CO2 emitido para transportar esta mercadoria: 2.136,2g.;-22,31855866;-53,80440507;08/04/2026;;07/04/2026;0;CTRC ENTREGUE/BAIXADO;;;;001/1960147 ;;42260383571471000187550010019601471709510911 ;;23936081764-23936081769 ;835714710001870019601470100104 ;;288;CLAUIRGS;0
2;CGR393771-2;NORMAL;06/04/2026;20:05;06/04/2026;21:45;mtiickma;FHG0954;ZACARINI E CIA LTDA;ZACARINI E CIA LTDA;ZACARINI E CIA LTDA;PARAISO DAS AGUAS;MS;SERGIO PIGNATARI M. 287991687;MS;PDA;169470;50;0;3;2250;95,99;50;30,78;27;4;07/04/2026;07/04/2026;jalmeida;KMT - PDA;AREA RURAL - RETIRA NA AGENCIA;;;08/04/2026;;;0;KMT PDA - NO ARMAZEM DA UNIDADE PARAISO DAS AGUAS;;;;1/169470 ;;50260403067759000260550010001694701734497131 ;;254251480016-254251480020 ;;;283;ENILTPDC;0
2;CGR393772-1;REDESPACHO;06/04/2026;20:05;06/04/2026;19:56;fbfreire;QAX8J33;VISAO MOVEIS IND COM E TRASNP LTDA.;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;JARDIM;MS;GIOVANA CARVALHO TEIXEIRA;MS;JDM;441145;69,42;0,15;2;820,05;60,4;69,42;0;52,7;85;07/04/2026;07/04/2026;sergiopo;KMT - JDM;Saida para entrega na cidade de JARDIM.;;;08/04/2026;;;0;KMT JDM - EM ENTREGA;;;;001/441145 ;;42260301717285000220550010004411451131222601 ;;23936081796-23936081799 ;017172850002200004411450100102 ;;248;CLAUIRGS;0
2;CGR393773-9;NORMAL;06/04/2026;20:05;06/04/2026;21:46;mtiickma;FHG0954;LUMAX INDUSTRIA E COMERCIO DE;LUMAX INDUSTRIA E COMERCIO DE;LUMAX INDUSTRIA E COMERCIO DE;MIRANDA;MS;;MS;MDA;30548;288,56;0;20;4868,08;244,27;288,56;155,82;48,68;84;07/04/2026;07/04/2026;sistema;KMT - MDA;Chegada na unidade MIRANDA em 07/04/26, 02:48h.;;;08/04/2026;;;0;KMT MDA - NO ARMAZEM DA UNIDADE MIRANDA;;;;1/30548 ;;50260430697739000246550010000305481489486930 ;;254251480043-254251480064 ;;;219;ENILTPDC;0
2;CGR393774-7;REDESPACHO;06/04/2026;20:05;06/04/2026;19:56;fbfreire;QAX8J33;MOVEIS DORIPEL LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;RIBAS DO RIO PARDO;MS;DANIEL FRANCISCO BARROS GOMES;MS;RRP;72886;52,6;0,11;2;579,67;56,54;52,6;0;49,48;84;07/04/2026;07/04/2026;ocosta;KMT - RRP;Chegada na unidade RIBAS DO RIO PARDO em 07/04/26, 03:25h.;;;08/04/2026;;;0;KMT RRP - NO ARMAZEM DA UNIDADE RIBAS DO RIO PARDO;;;;011/72886 ;;43260390608084000133550110000728861083701140 ;;23936097612-23936097615 ;906080840001330000728861100102 ;;98;CLAUIRGS;0
2;CGR393775-5;NORMAL;06/04/2026;20:06;06/04/2026;22:03;arsantos;SMH8C68;HC VEIC. INDUSTRIAL E COML. LT;HC VEIC. INDUSTRIAL E COML. LT;WALTER SCHLATTER;CHAPADAO DO SUL;MS;WALTER SCHLATTER (C.);MS;CDS;168160;10;0;1;576,41;70,53;10;37,21;0;84;07/04/2026;07/04/2026;sistema;KMT - CDS;Chegada na unidade CHAPADAO DO SUL em 07/04/26, 06:29h.;;;08/04/2026;;;0;KMT CDS - NO ARMAZEM DA UNIDADE CHAPADAO DO SUL;;;;1/168160 ;;50260401525013000147550010001681601085829750 ;;254251480065-254251480067 ;00168506 ;;337;MARCIJAM;0
2;CGR393776-3;REDESPACHO;06/04/2026;20:06;06/04/2026;19:56;fbfreire;QAX8J33;MOVEIS RIDIAL LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;GUIA LOPES DA LAGUNA;MS;CRISTIANE;MS;JDM;1233853;8,4;0,03;3;37,41;52,55;9;0;46,6;85;07/04/2026;07/04/2026;sergiopo;KMT - JDM;Saida para entrega na cidade de GUIA LOPES DA LAGUNA.;;;08/04/2026;;;0;KMT JDM - EM ENTREGA;;;;001/1233853 ;;43260391062497000128550010012338531206752620 ;;23936098080-23936098084 ;910624970001280012338530100103 ;;248;CLAUIRGS;0
2;CGR393777-1;NORMAL;06/04/2026;20:06;06/04/2026;21:11;arsantos;SMH8C68;HC VEIC. INDUSTRIAL E COML. LT;HC VEIC. INDUSTRIAL E COML. LT;LOPES ENGENHARIA E CONSTRUCAO;TRES LAGOAS;MS;;MS;TLG;168158;10;0;1;838;63,6;10;37,21;0;1;07/04/2026;07/04/2026;marqleti;KMT - TLG;CTRC ENTREGUE (SSWMOBILE). CO2 emitido para transportar esta mercadoria: 89,3g.;-20,81210229;-51,75019752;08/04/2026;;07/04/2026;0;CTRC ENTREGUE/BAIXADO;;;;1/168158 ;;50260401525013000147550010001681581872181141 ;;254251480068-254251480070 ;00168509 ;;327;MARCIJAM;0
2;CGR393778-0;REDESPACHO;06/04/2026;20:06;06/04/2026;19:56;fbfreire;QAX8J33;CARIOCA MVS IND COM LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;CHAPADAO DO SUL;MS;MARIA TAMIRES VIEIRA FERNANDES;MS;CDS;1429836;129,75;0,26;4;1658,02;157,15;129,75;0;135,02;84;07/04/2026;07/04/2026;sistema;KMT - CDS;Chegada na unidade CHAPADAO DO SUL em 07/04/26, 06:29h.;;;08/04/2026;;;0;KMT CDS - NO ARMAZEM DA UNIDADE CHAPADAO DO SUL;;;;001/1429836 ;;31260323332315000131550010014298361376891557 ;;23936098098-23936098103 ;233323150001310014298360100104 ;;337;CLAUIRGS;0
2;CGR393779-8;REDESPACHO;06/04/2026;20:06;06/04/2026;19:56;fbfreire;QAX8J33;EVERALDO JUNIOR ELLER EIRELI;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;AGUA CLARA;MS;;MS;ACL;230328;175,224;0,84;27;3669,23;300,12;252;0;270,39;84;07/04/2026;07/04/2026;sistema;KMT - ACL;Chegada na unidade AGUA CLARA em 07/04/26, 04:56h.;;;08/04/2026;;;0;KMT ACL - NO ARMAZEM DA UNIDADE AGUA CLARA;;;;3/230328 ;;35260305454606000110550030002303281479941200 ;;23936100527-23936100555 ;;;193;CLAUIRGS;0
2;CGR393780-1;NORMAL;06/04/2026;20:06;06/04/2026;21:11;arsantos;SMH8C68;REGINA SANDRA SEVERO DA SILVA;REGINA SANDRA SEVERO DA SILVA;ANTONIO ELVERSON DA COSTA DE SOUZA;CORUMBA;MS;ANTONIO ELVERSON DA COSTA DE SOUZA;MS;COR;9083;20;0;2;3295;100,95;20;13,06;42,84;84;07/04/2026;07/04/2026;luisevma;KMT - COR;Chegada na unidade CORUMBA em 07/04/26, 07:04h.;;;08/04/2026;;;0;KMT COR - NO ARMAZEM DA UNIDADE CORUMBA;;;;1/9083 ;;50260408178573000111550010000090831176487340 ;;254251480071-254251480074 ;00168502 ;;438;MARCIJAM;0
2;CGR393781-0;REDESPACHO;06/04/2026;20:06;06/04/2026;19:56;fbfreire;QAX8J33;SEVILHA PECAS PARA TRATORES LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;FORTALEZA;CE;LOCAL DE ENTREGA;MS;PBA;416908;12;0,0083;1;19000;144,45;12;0;102,25;84;07/04/2026;07/04/2026;jcsantos;KMT - PBA;Chegada na unidade PARANAIBA em 07/04/26, 10:31h.;;;08/04/2026;;;0;KMT PBA - NO ARMAZEM DA UNIDADE PARANAIBA;;;;0/416908 ;;35260365965154000163550000004169081080352180 ;;23936093771-23936093773 ;;;408;CLAUIRGS;0
2;CGR393782-8;NORMAL;06/04/2026;20:06;06/04/2026;21:11;arsantos;SMH8C68;MS EQUIPAMENTOS LTDA. (C.) (C.);MS EQUIPAMENTOS LTDA. (C.) (C.);TATIANA SAAB PEREIRA FERNANDES;CORUMBA;MS;TATIANA SAAB PEREIRA FERNANDES;MS;COR;139225;0,111;0;1;230,34;76,63;0,111;37,21;0;84;07/04/2026;07/04/2026;luisevma;KMT - COR;Chegada na unidade CORUMBA em 07/04/26, 07:04h.;;;08/04/2026;;;0;KMT COR - NO ARMAZEM DA UNIDADE CORUMBA;;;;1/139225 ;;50260402667683000160550010001392251857556236 ;;254251480075-254251480077 ;00168499 ;;438;MARCIJAM;0
2;CGR393783-6;REDESPACHO;06/04/2026;20:06;06/04/2026;19:56;fbfreire;QAX8J33;HELLA DO BRASIL AUTOMOTIVE LTD;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;DOURADOS;MS;;MS;DOU;130924;65;0,2112;12;5809,08;121,35;65;0;98,65;85;07/04/2026;07/04/2026;rbsilva;KMT - DOU;Saida para entrega na cidade de DOURADOS.;;;08/04/2026;;;0;KMT DOU - EM ENTREGA;;;;1/130924 ;;35260314502921000400550010001309241867118320 ;;23936099356-23936099369 ;;;227;CLAUIRGS;0
2;CGR393784-4;REDESPACHO;06/04/2026;20:07;06/04/2026;19:56;fbfreire;QAX8J33;NAUTIKA COML. DE ART. P/ LAZER (C3);MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;PARANAIBA;MS;;MS;PBA;438377;28,942;0,0939;5;1667,43;91,23;28,942;0;76,97;84;07/04/2026;07/04/2026;jcsantos;KMT - PBA;Chegada na unidade PARANAIBA em 07/04/26, 10:31h.;;;08/04/2026;;;0;KMT PBA - NO ARMAZEM DA UNIDADE PARANAIBA;;;;1/438377 ;;35260308712193000115550010004383771200564068 ;;23936092611-23936092617 ;;;408;CLAUIRGS;0
2;CGR393785-2;REDESPACHO;06/04/2026;20:07;06/04/2026;19:56;fbfreire;QAX8J33;DUTRA MAQUINAS COMERCIAL E TECNICA LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;SAO GABRIEL DO OESTE;MS;;MS;SGO;282168;21;0,0861;1;1038,96;61,94;25,83;0;50,79;1;07/04/2026;07/04/2026;souzilan;KMT - SGO;CTRC ENTREGUE (SSWMOBILE). CO2 emitido para transportar esta mercadoria: 723,3g.;-19,38260383;-54,57507713;08/04/2026;;07/04/2026;0;CTRC ENTREGUE/BAIXADO;;;;2/282168 ;;35260350970342000889550020002821681801990935 ;;23936089534-23936089536 ;;;142;CLAUIRGS;0
2;CGR393786-1;REDESPACHO;06/04/2026;20:07;06/04/2026;19:56;fbfreire;QAX8J33;NAUTIKA COML. DE ART. P/ LAZER (C3);MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;CHAPADAO DO SUL;MS;;MS;CDS;438561;17,2;0,1505;5;2659,71;93,48;45,15;0;77,57;84;07/04/2026;07/04/2026;sistema;KMT - CDS;Chegada na unidade CHAPADAO DO SUL em 07/04/26, 06:29h.;;;08/04/2026;;;0;KMT CDS - NO ARMAZEM DA UNIDADE CHAPADAO DO SUL;;;;1/438561 ;;35260308712193000115550010004385611412363865 ;;23936109209-23936109215 ;;;337;CLAUIRGS;0
2;CGR393787-9;NORMAL;06/04/2026;20:07;06/04/2026;21:11;arsantos;SMH8C68;MS EQUIPAMENTOS LTDA. (C.) (C.);MS EQUIPAMENTOS LTDA. (C.) (C.);HELDO DELVIZIO FILHO;CORUMBA;MS;HELDO DELVIZIO FILHO;MS;COR;139224;0,19;0;1;1026;80,36;0,19;36,46;13,34;84;07/04/2026;07/04/2026;luisevma;KMT - COR;Chegada na unidade CORUMBA em 07/04/26, 07:04h.;;;08/04/2026;;;0;KMT COR - NO ARMAZEM DA UNIDADE CORUMBA;;;;1/139224 ;;50260402667683000160550010001392241322707819 ;;254251480078-254251480080 ;00168493 ;;438;MARCIJAM;0
2;CGR393788-7;REDESPACHO;06/04/2026;20:07;06/04/2026;19:56;fbfreire;QAX8J33;FLEXFORM INDUSTRIA E COMERCIO DE MOVEIS;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;MARACAJU;MS;CLAUDIO EDUARDO VASQUES FERREIRA;MS;MJU;90767;135;1,59;10;7159,97;299,27;477;0;264,36;85;07/04/2026;07/04/2026;wlima;KMT - MJU;Saida para entrega na cidade de MARACAJU.;;;08/04/2026;;;0;KMT MJU - EM ENTREGA;;;;3/90767 ;;35260349058654000165550030000907671784617976 ;;23936096145-23936096156 ;;;172;CLAUIRGS;0
2;CGR393789-5;REDESPACHO;06/04/2026;20:07;06/04/2026;19:56;fbfreire;QAX8J33;BOSCH TERMOTECHNOLOGY LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;DOURADOS;MS;;MS;DOU;26929;97,5;1,57;2;5494,82;368,5;471;0;315,96;85;07/04/2026;07/04/2026;rbsilva;KMT - DOU;Saida para entrega na cidade de DOURADOS.;;;08/04/2026;;;0;KMT DOU - EM ENTREGA;;;;5/26929 ;;35260360756475000134550050000269291058662802 ;;23936108696-23936108699 ;;;227;CLAUIRGS;0
2;CGR393790-9;NORMAL;06/04/2026;20:07;06/04/2026;21:11;arsantos;SMH8C68;MS EQUIPAMENTOS LTDA. (C.) (C.);MS EQUIPAMENTOS LTDA. (C.) (C.);AGRO MARINHO LTDA;CORUMBA;MS;AGRO MARINHO LTDA (B.);MS;COR;139231;0,06;0;1;1105,31;63,6;0,06;37,21;0;85;07/04/2026;07/04/2026;nmagalha;KMT - COR;Saida para entrega na cidade de CORUMBA.;;;08/04/2026;;;0;KMT COR - EM ENTREGA;;;;1/139231 ;;50260402667683000160550010001392311347773364 ;;254251480081-254251480083 ;00168496 ;;438;MARCIJAM;0
2;CGR393791-7;REDESPACHO;06/04/2026;20:07;06/04/2026;19:56;fbfreire;QAX8J33;NAUTIKA COML. DE ART. P/ LAZER (C3);MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;PARANAIBA;MS;;MS;PBA;438387;21,89;0,1142;6;4586,19;102,24;34,26;0;82,79;84;07/04/2026;07/04/2026;jcsantos;KMT - PBA;Chegada na unidade PARANAIBA em 07/04/26, 10:31h.;;;08/04/2026;;;0;KMT PBA - NO ARMAZEM DA UNIDADE PARANAIBA;;;;1/438387 ;;35260308712193000115550010004383871824485408 ;;23936092591-23936092598 ;;;408;CLAUIRGS;0
2;CGR393792-5;NORMAL;06/04/2026;20:08;06/04/2026;21:11;arsantos;SMH8C68;MARLU FERROS E PECAS LTDA.;MARLU FERROS E PECAS LTDA.;LIDER SOLUCOES INDUSTRIAIS LTD;RIBAS DO RIO PARDO;MS;;MS;RRP;39284;213;0;8;2272;187,25;213;126,71;24,99;1;07/04/2026;07/04/2026;olivwand;KMT - RRP;CTRC ENTREGUE (SSWMOBILE). CO2 emitido para transportar esta mercadoria: 542,1g.;-20,45722333;-53,76754;08/04/2026;;07/04/2026;0;CTRC ENTREGUE/BAIXADO;;;;1/39284 ;;50260403735966000165550010000392841001369012 ;;254251480084-254251480093 ;;;98;MARCIJAM;0
2;CGR393793-3;NORMAL;06/04/2026;20:08;06/04/2026;20:01;acordeir;QOF6J21;SOLDAMAQ COMERCIO DE FERRAMENTAS LTDA;SOLDAMAQ COMERCIO DE FERRAMENTAS LTDA;MARCOS VINICIUS GONZALES LTDA;COXIM;MS;;MS;COX;15196;7,5;0;2;433,5;66,38;7,5;33,36;0;85;07/04/2026;07/04/2026;sferreir;KMT - COX;Saida para entrega na cidade de COXIM.;;;08/04/2026;;;0;KMT COX - EM ENTREGA;;;;1/15196 ;;50260400924845001730550010000151961538204950 ;;254247747243-254247747246 ;;;529;ADRINDSF;0
2;CGR393794-1;REDESPACHO;06/04/2026;20:08;06/04/2026;19:56;fbfreire;QAX8J33;BRAFT DO BRASIL IMP E EXP LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;JARDIM;MS;;MS;JDM;112028;45,158;0,0014;18;3546,43;101,14;45,158;0;86,33;1;07/04/2026;07/04/2026;duarjorg;KMT - JDM;CTRC ENTREGUE (SSWMOBILE). CO2 emitido para transportar esta mercadoria: 1.567,9g.;-21,48342133;-56,1443781;08/04/2026;;07/04/2026;0;CTRC ENTREGUE/BAIXADO;;;;1/112029, 1/112028 ;;35260358587080000103550010001120291169937897, 35260358587080000103550010001120281167509041 ;;23936109086-23936109088, 23936109089-23936109107 ;;;248;CLAUIRGS;0
2;CGR393795-0;REDESPACHO;06/04/2026;20:08;06/04/2026;19:56;fbfreire;QAX8J33;MOVEIS DORIPEL LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;RIO VERDE DE MATO GROSSO;MS;PRISCILA PRISCO NEPOMUCENO;MS;RVM;71480;52,6;0,11;2;609,62;62,81;52,6;0;52,25;84;07/04/2026;07/04/2026;sistema;KMT - RVM;Chegada na unidade RIO VERDE DE MATO GROSSO em 07/04/26, 02:38h.;;;08/04/2026;;;0;KMT RVM - NO ARMAZEM DA UNIDADE RIO VERDE DE MT;;;;011/71480 ;;43260390608084000133550110000714801828464012 ;;23936044981-23936044984 ;906080840001330000714801100102 ;;209;CLAUIRGS;0
2;CGR393796-8;NORMAL;06/04/2026;20:08;06/04/2026;21:12;arsantos;SMH8C68;MARLU FERROS E PECAS LTDA.;MARLU FERROS E PECAS LTDA.;NILDA ARAUJO COELHO;PEDRO GOMES;MS;NILDA ARAUJO COELHO;MS;COX;39285;19;0;3;323;96,34;19;37,25;4,2;84;07/04/2026;07/04/2026;sferreir;KMT - COX;Chegada na unidade COXIM em 07/04/26, 05:21h.;;;08/04/2026;;;0;KMT COX - NO ARMAZEM DA UNIDADE COXIM;;;;1/39285 ;;50260403735966000165550010000392851001369052 ;;254251480094-254251480098 ;;;529;MARCIJAM;0
2;CGR393797-6;NORMAL;06/04/2026;20:08;06/04/2026;20:01;acordeir;QOF6J21;NAVAS E CIA LTDA;NAVAS E CIA LTDA;NAVAS E CIA LTDA;CORUMBA;MS;;MS;COR;175393;18,026;0;3;704,11;58,05;18,026;32,07;0;85;07/04/2026;07/04/2026;nmagalha;KMT - COR;Saida para entrega na cidade de CORUMBA.;;;08/04/2026;;;0;KMT COR - EM ENTREGA;;;;1/175393 ;;50260444530855000361550010001753931259506400 ;;254247747238-254247747242 ;;;438;ADRINDSF;0
2;CGR393798-4;REDESPACHO;06/04/2026;20:08;06/04/2026;19:56;fbfreire;QAX8J33;V L MUNHOZ CIA LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;RIO BRILHANTE;MS;KIMBERLY ISABELLY DE OLIVEIRA RODRIGUES;MS;RBT;223380;45;0,09;1;563,64;57,86;45;0;47,72;10;07/04/2026;07/04/2026;eoliveir;KMT - RBT;ENDERECO NAO LOCALIZADO (END. ERRADO/INCOMPLETO) (SSWMOBILE);-21,78293;-54,53054833;08/04/2026;;;0;KMT RBT - NO ARMAZEM DA UNIDADE RIO BRILHANTE;;;;001/223380 ;;41260380843550000101550010002233801032233802 ;;23936082365-23936082367 ;808435500001010002233800100101 ;;160;CLAUIRGS;0
2;CGR393799-2;NORMAL;06/04/2026;20:08;06/04/2026;20:01;acordeir;QOF6J21;NAVAS E CIA LTDA;NAVAS E CIA LTDA;NAVAS E CIA LTDA;CASSILANDIA;MS;;MS;CSL;175402;28,965;0;6;1148,22;64,97;28,965;32,07;0;87;07/04/2026;07/04/2026;gilsonaa;KMT - CGR;VOLUME SEGUIU EMBARQUE NORMALMENTE.;;;08/04/2026;;;0;KMT CSL - NO ARMAZEM DA UNIDADE CASSILANDIA;;;;1/175402 ;;50260444530855000361550010001754021106343084 ;;254247747230-254247747237 ;;;429;ADRINDSF;0
2;CGR393800-0;REDESPACHO;06/04/2026;20:08;06/04/2026;19:56;fbfreire;QAX8J33;INDUSTRIA DE MOVEIS BECHARA NA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;APARECIDA DO TABOADO;MS;ANDRE SANTOS DA SILVA;MS;ATB;1155636;59,8;0,14;2;707,47;68,63;59,8;0;57,49;84;07/04/2026;07/04/2026;jcsantos;KMT - ATB;Chegada na unidade APARECIDA DO TABOADO em 07/04/26, 10:36h.;;;09/04/2026;;;0;KMT ATB - NO ARMAZEM DA UNIDADE APARECIDA DO TABOADO;;;;001/1155636 ;;35260372077738000168550010011556361642187757 ;;23936098012-23936098015 ;720777380001680011556360100102 ;;476;CLAUIRGS;0
2;CGR393801-8;NORMAL;06/04/2026;20:08;06/04/2026;20:02;acordeir;QOF6J21;NAVAS E CIA LTDA;NAVAS E CIA LTDA;NAVAS E CIA LTDA;BATAGUASSU;MS;;MS;BAT;175395;115,046;0;6;792,61;149,03;115,046;93,19;10,3;84;07/04/2026;07/04/2026;sistema;KMT - BAT;Chegada na unidade BATAGUASSU em 07/04/26, 04:58h.;;;08/04/2026;;;0;KMT BAT - NO ARMAZEM DA UNIDADE BATAGUASSU;;;;1/175395 ;;50260444530855000361550010001753951159010687 ;;254247747222-254247747229 ;;;769;ADRINDSF;0
2;CGR393802-6;REDESPACHO;06/04/2026;20:08;06/04/2026;19:56;fbfreire;QAX8J33;CASA D INDUSTRIA DE MOVEIS - E;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;PONTA PORA;MS;EDUARDO ARAUJO SA TELES;MS;PPR;417363;62,1;0,13;2;945,89;68,55;62,1;0;57,05;84;07/04/2026;07/04/2026;bfilho;KMT - PPR;Chegada na unidade PONTA PORA em 07/04/26, 06:19h.;;;08/04/2026;;;0;KMT PPR - NO ARMAZEM DA UNIDADE PONTA PORA;;;;000/417363 ;;35260352440971000156550000004173631025041781 ;;23936097941-23936097944 ;524409710001560004173630000102 ;;972;CLAUIRGS;0
2;CGR393803-4;REDESPACHO;06/04/2026;20:09;06/04/2026;19:56;fbfreire;QAX8J33;PANORAMA MOVEIS ONLINE LTDA (F;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;NOVA ANDRADINA;MS;IARA DE MOURA LIMA;MS;NAD;95537;93,5;0,17;2;1178,57;109,06;93,5;0;94,21;1;07/04/2026;07/04/2026;souzmari;KMT - NAD;CTRC ENTREGUE EM 07/04/26 08:27H E FOI RECEBIDO POR BEATRIZ, PARENTESCO: FUNCIONARIA, DOC N.: 04088384180 (SSWMOBILE). CO2 emitido para transportar esta mercadoria: 3.878,0g.;-22,24581333;-53,346515;08/04/2026;;07/04/2026;0;CTRC ENTREGUE/BAIXADO;;;;001/95537 ;;35260320014303000332550010000955371103554392 ;;23936098192-23936098195 ;200143030003320000955370100102 ;;297;CLAUIRGS;0
2;CGR393804-2;NORMAL;06/04/2026;20:09;06/04/2026;20:01;acordeir;QOF6J21;NAVAS E CIA LTDA;NAVAS E CIA LTDA;NAVAS E CIA LTDA;AGUA CLARA;MS;;MS;ACL;175404;67,58;0;16;1575,09;80,57;67,58;37,17;15,75;84;07/04/2026;07/04/2026;sistema;KMT - ACL;Chegada na unidade AGUA CLARA em 07/04/26, 04:56h.;;;08/04/2026;;;0;KMT ACL - NO ARMAZEM DA UNIDADE AGUA CLARA;;;;1/175404 ;;50260444530855000361550010001754041143197686 ;;254247747204-254247747221 ;;;193;ADRINDSF;0
2;CGR393805-1;REDESPACHO;06/04/2026;20:09;06/04/2026;19:56;fbfreire;QAX8J33;RODMOVEIS LTDA;MANDALA TRANSPORTES DE CARGAS;MANDALA TRANSPORTES DE CARGAS;APARECIDA DO TABOADO;MS;JOSE FRANCISCO TURKOT DA ROSA;MS;ATB;64936;87;0;2;2067,32;114,87;87;0;98,26;84;07/04/2026;07/04/2026;jcsantos;KMT - ATB;Chegada na unidade APARECIDA DO TABOADO em 07/04/26, 10:36h.;;;09/04/2026;;;0;KMT ATB - NO ARMAZEM DA UNIDADE APARECIDA DO TABOADO;;;;1/64936 ;;31260312988836000125550010000649361756894189 ;;23936106410-23936106413 ;;;476;CLAUIRGS;0
2;CGR393806-9;NORMAL;06/04/2026;20:09;06/04/2026;20:02;acordeir;QOF6J21;NAVAS E CIA LTDA;NAVAS E CIA LTDA;NAVAS E CIA LTDA;AGUA CLARA;MS;;MS;ACL;175408;97,266;0;23;2759,66;111;97,266;53,5;27,6;84;07/04/2026;07/04/2026;sistema;KMT - ACL;Chegada na unidade AGUA CLARA em 07/04/26, 04:56h.;;;08/04/2026;;;0;KMT ACL - NO ARMAZEM DA UNIDADE AGUA CLARA;;;;1/175408 ;;50260444530855000361550010001754081108537602 ;;254247747179-254247747203 ;;;193;ADRINDSF;0
